code,nav,percentage,time,createtime
003318,0.9575,0.9,2019-12-17 15:00:00,2020-01-16 14:00:29
003318,0.9581,0.06,2019-12-18 15:00:00,2020-01-16 14:00:29
003318,0.9603,0.23,2019-12-19 15:00:00,2020-01-16 14:00:29
003318,0.9519,-0.87,2019-12-20 15:00:00,2020-01-16 14:00:29
003318,0.9347,-1.81,2019-12-23 15:00:00,2020-01-16 14:00:29
003318,0.9447,1.07,2019-12-24 15:00:00,2020-01-16 14:00:29
003318,0.9484,0.39,2019-12-25 15:00:00,2020-01-16 14:00:29
003318,0.9536,0.55,2019-12-26 15:00:00,2020-01-16 14:00:29
003318,0.9496,-0.42,2019-12-27 15:00:00,2020-01-16 14:00:29
003318,0.9618,1.28,2019-12-30 15:00:00,2020-01-16 14:00:29
003318,0.9651,0.34,2019-12-31 15:00:00,2020-01-16 14:00:29
003318,0.9769,1.22,2020-01-02 15:00:00,2020-01-16 14:00:29
003318,0.9769,0,2020-01-03 15:00:00,2020-01-16 14:00:29
003318,0.9814,0.46,2020-01-06 15:00:00,2020-01-16 14:00:29
003318,0.9924,1.12,2020-01-07 15:00:00,2020-01-16 14:00:29
003318,0.9802,-1.23,2020-01-08 15:00:00,2020-01-16 14:00:29
003318,0.9898,0.9777,2020-01-09 09:30:00,2020-01-15 10:33:20
003318,0.9895,0.9492,2020-01-09 09:31:00,2020-01-15 10:33:20
003318,0.9895,0.9492,2020-01-09 09:32:00,2020-01-15 10:33:20
003318,0.989,0.9017,2020-01-09 09:33:00,2020-01-15 10:33:20
003318,0.9885,0.8448,2020-01-09 09:34:00,2020-01-15 10:33:20
003318,0.9902,1.0251,2020-01-09 09:35:00,2020-01-15 10:33:20
003318,0.9902,1.0156,2020-01-09 09:36:00,2020-01-15 10:33:20
003318,0.9894,0.9397,2020-01-09 09:37:00,2020-01-15 10:33:20
003318,0.9893,0.9302,2020-01-09 09:38:00,2020-01-15 10:33:20
003318,0.9894,0.9397,2020-01-09 09:39:00,2020-01-15 10:33:20
003318,0.9897,0.9682,2020-01-09 09:40:00,2020-01-15 10:33:20
003318,0.9898,0.9777,2020-01-09 09:41:00,2020-01-15 10:33:20
003318,0.9889,0.8828,2020-01-09 09:42:00,2020-01-15 10:33:20
003318,0.9891,0.9112,2020-01-09 09:43:00,2020-01-15 10:33:20
003318,0.9899,0.9872,2020-01-09 09:44:00,2020-01-15 10:33:20
003318,0.9904,1.0441,2020-01-09 09:45:00,2020-01-15 10:33:20
003318,0.9906,1.0631,2020-01-09 09:46:00,2020-01-15 10:33:20
003318,0.9902,1.0156,2020-01-09 09:47:00,2020-01-15 10:33:20
003318,0.9898,0.9777,2020-01-09 09:48:00,2020-01-15 10:33:20
003318,0.9893,0.9302,2020-01-09 09:49:00,2020-01-15 10:33:20
003318,0.9886,0.8543,2020-01-09 09:50:00,2020-01-15 10:33:20
003318,0.989,0.9017,2020-01-09 09:51:00,2020-01-15 10:33:20
003318,0.9896,0.9587,2020-01-09 09:52:00,2020-01-15 10:33:20
003318,0.9898,0.9777,2020-01-09 09:53:00,2020-01-15 10:33:20
003318,0.9898,0.9777,2020-01-09 09:54:00,2020-01-15 10:33:20
003318,0.99,0.9967,2020-01-09 09:55:00,2020-01-15 10:33:20
003318,0.9903,1.0346,2020-01-09 09:56:00,2020-01-15 10:33:20
003318,0.9902,1.0156,2020-01-09 09:57:00,2020-01-15 10:33:20
003318,0.9909,1.0916,2020-01-09 09:58:00,2020-01-15 10:33:20
003318,0.9911,1.1106,2020-01-09 09:59:00,2020-01-15 10:33:20
003318,0.9907,1.0726,2020-01-09 10:00:00,2020-01-15 10:33:20
003318,0.9905,1.0536,2020-01-09 10:01:00,2020-01-15 10:33:20
003318,0.9902,1.0156,2020-01-09 10:02:00,2020-01-15 10:33:20
003318,0.9903,1.0346,2020-01-09 10:03:00,2020-01-15 10:33:20
003318,0.9906,1.0631,2020-01-09 10:04:00,2020-01-15 10:33:20
003318,0.9908,1.0821,2020-01-09 10:05:00,2020-01-15 10:33:20
003318,0.9913,1.1295,2020-01-09 10:06:00,2020-01-15 10:33:20
003318,0.9906,1.0631,2020-01-09 10:07:00,2020-01-15 10:33:20
003318,0.9904,1.0441,2020-01-09 10:08:00,2020-01-15 10:33:20
003318,0.9902,1.0156,2020-01-09 10:09:00,2020-01-15 10:33:20
003318,0.99,0.9967,2020-01-09 10:10:00,2020-01-15 10:33:20
003318,0.9895,0.9492,2020-01-09 10:11:00,2020-01-15 10:33:20
003318,0.9898,0.9777,2020-01-09 10:12:00,2020-01-15 10:33:20
003318,0.9898,0.9777,2020-01-09 10:13:00,2020-01-15 10:33:20
003318,0.9898,0.9777,2020-01-09 10:14:00,2020-01-15 10:33:20
003318,0.9891,0.9112,2020-01-09 10:15:00,2020-01-15 10:33:20
003318,0.9889,0.8922,2020-01-09 10:16:00,2020-01-15 10:33:20
003318,0.9889,0.8828,2020-01-09 10:17:00,2020-01-15 10:33:20
003318,0.9889,0.8922,2020-01-09 10:18:00,2020-01-15 10:33:20
003318,0.9893,0.9302,2020-01-09 10:19:00,2020-01-15 10:33:20
003318,0.989,0.9017,2020-01-09 10:20:00,2020-01-15 10:33:20
003318,0.9889,0.8922,2020-01-09 10:21:00,2020-01-15 10:33:20
003318,0.9889,0.8922,2020-01-09 10:22:00,2020-01-15 10:33:20
003318,0.9891,0.9112,2020-01-09 10:23:00,2020-01-15 10:33:20
003318,0.9889,0.8922,2020-01-09 10:24:00,2020-01-15 10:33:20
003318,0.9896,0.9587,2020-01-09 10:25:00,2020-01-15 10:33:20
003318,0.9892,0.9207,2020-01-09 10:26:00,2020-01-15 10:33:20
003318,0.9897,0.9682,2020-01-09 10:27:00,2020-01-15 10:33:20
003318,0.99,0.9967,2020-01-09 10:28:00,2020-01-15 10:33:20
003318,0.9899,0.9872,2020-01-09 10:29:00,2020-01-15 10:33:20
003318,0.9896,0.9587,2020-01-09 10:30:00,2020-01-15 10:33:20
003318,0.9888,0.8733,2020-01-09 10:31:00,2020-01-15 10:33:20
003318,0.9883,0.8258,2020-01-09 10:32:00,2020-01-15 10:33:20
003318,0.9886,0.8543,2020-01-09 10:33:00,2020-01-15 10:33:20
003318,0.9887,0.8638,2020-01-09 10:34:00,2020-01-15 10:33:20
003318,0.9885,0.8448,2020-01-09 10:35:00,2020-01-15 10:33:20
003318,0.9877,0.7689,2020-01-09 10:36:00,2020-01-15 10:33:20
003318,0.9876,0.7499,2020-01-09 10:37:00,2020-01-15 10:33:20
003318,0.9877,0.7689,2020-01-09 10:38:00,2020-01-15 10:33:20
003318,0.9873,0.7214,2020-01-09 10:39:00,2020-01-15 10:33:20
003318,0.988,0.7973,2020-01-09 10:40:00,2020-01-15 10:33:20
003318,0.9877,0.7689,2020-01-09 10:41:00,2020-01-15 10:33:20
003318,0.9873,0.7214,2020-01-09 10:42:00,2020-01-15 10:33:20
003318,0.9876,0.7594,2020-01-09 10:43:00,2020-01-15 10:33:20
003318,0.9871,0.7024,2020-01-09 10:44:00,2020-01-15 10:33:20
003318,0.9868,0.6739,2020-01-09 10:45:00,2020-01-15 10:33:20
003318,0.9867,0.6644,2020-01-09 10:46:00,2020-01-15 10:33:20
003318,0.9868,0.6739,2020-01-09 10:47:00,2020-01-15 10:33:20
003318,0.9869,0.6834,2020-01-09 10:48:00,2020-01-15 10:33:20
003318,0.9872,0.7119,2020-01-09 10:49:00,2020-01-15 10:33:20
003318,0.9876,0.7499,2020-01-09 10:50:00,2020-01-15 10:33:20
003318,0.9876,0.7594,2020-01-09 10:51:00,2020-01-15 10:33:20
003318,0.9879,0.7878,2020-01-09 10:52:00,2020-01-15 10:33:20
003318,0.988,0.7973,2020-01-09 10:53:00,2020-01-15 10:33:20
003318,0.9879,0.7878,2020-01-09 10:54:00,2020-01-15 10:33:20
003318,0.9878,0.7783,2020-01-09 10:55:00,2020-01-15 10:33:20
003318,0.9877,0.7689,2020-01-09 10:56:00,2020-01-15 10:33:20
003318,0.9876,0.7499,2020-01-09 10:57:00,2020-01-15 10:33:20
003318,0.9866,0.6549,2020-01-09 10:58:00,2020-01-15 10:33:20
003318,0.9871,0.7024,2020-01-09 10:59:00,2020-01-15 10:33:20
003318,0.9876,0.7499,2020-01-09 11:00:00,2020-01-15 10:33:20
003318,0.9875,0.7404,2020-01-09 11:01:00,2020-01-15 10:33:20
003318,0.9874,0.7309,2020-01-09 11:02:00,2020-01-15 10:33:20
003318,0.9872,0.7119,2020-01-09 11:03:00,2020-01-15 10:33:20
003318,0.9863,0.6265,2020-01-09 11:04:00,2020-01-15 10:33:20
003318,0.9866,0.6549,2020-01-09 11:05:00,2020-01-15 10:33:20
003318,0.9867,0.6644,2020-01-09 11:06:00,2020-01-15 10:33:20
003318,0.9868,0.6739,2020-01-09 11:07:00,2020-01-15 10:33:20
003318,0.9867,0.6644,2020-01-09 11:08:00,2020-01-15 10:33:20
003318,0.9866,0.6549,2020-01-09 11:09:00,2020-01-15 10:33:20
003318,0.9862,0.617,2020-01-09 11:10:00,2020-01-15 10:33:20
003318,0.9868,0.6739,2020-01-09 11:11:00,2020-01-15 10:33:20
003318,0.9869,0.6834,2020-01-09 11:12:00,2020-01-15 10:33:20
003318,0.9872,0.7119,2020-01-09 11:13:00,2020-01-15 10:33:20
003318,0.9874,0.7309,2020-01-09 11:14:00,2020-01-15 10:33:20
003318,0.9873,0.7214,2020-01-09 11:15:00,2020-01-15 10:33:20
003318,0.9872,0.7119,2020-01-09 11:16:00,2020-01-15 10:33:20
003318,0.9862,0.617,2020-01-09 11:17:00,2020-01-15 10:33:20
003318,0.986,0.5885,2020-01-09 11:18:00,2020-01-15 10:33:20
003318,0.9859,0.579,2020-01-09 11:19:00,2020-01-15 10:33:20
003318,0.9853,0.5221,2020-01-09 11:20:00,2020-01-15 10:33:20
003318,0.9854,0.5316,2020-01-09 11:21:00,2020-01-15 10:33:20
003318,0.9851,0.5031,2020-01-09 11:22:00,2020-01-15 10:33:20
003318,0.9853,0.5221,2020-01-09 11:23:00,2020-01-15 10:33:20
003318,0.9853,0.5221,2020-01-09 11:24:00,2020-01-15 10:33:20
003318,0.9853,0.5221,2020-01-09 11:25:00,2020-01-15 10:33:20
003318,0.9853,0.5221,2020-01-09 11:26:00,2020-01-15 10:33:20
003318,0.9851,0.5031,2020-01-09 11:27:00,2020-01-15 10:33:20
003318,0.9852,0.5126,2020-01-09 11:28:00,2020-01-15 10:33:20
003318,0.9851,0.5031,2020-01-09 11:29:00,2020-01-15 10:33:20
003318,0.9852,0.5126,2020-01-09 11:30:00,2020-01-15 10:33:20
003318,0.9858,0.5695,2020-01-09 13:00:00,2020-01-15 10:33:20
003318,0.9859,0.579,2020-01-09 13:01:00,2020-01-15 10:33:20
003318,0.9861,0.598,2020-01-09 13:02:00,2020-01-15 10:33:20
003318,0.9866,0.6549,2020-01-09 13:03:00,2020-01-15 10:33:20
003318,0.9865,0.6455,2020-01-09 13:04:00,2020-01-15 10:33:20
003318,0.9869,0.6834,2020-01-09 13:05:00,2020-01-15 10:33:20
003318,0.987,0.6929,2020-01-09 13:06:00,2020-01-15 10:33:20
003318,0.987,0.6929,2020-01-09 13:07:00,2020-01-15 10:33:20
003318,0.987,0.6929,2020-01-09 13:08:00,2020-01-15 10:33:20
003318,0.9869,0.6834,2020-01-09 13:09:00,2020-01-15 10:33:20
003318,0.987,0.6929,2020-01-09 13:10:00,2020-01-15 10:33:20
003318,0.9871,0.7024,2020-01-09 13:11:00,2020-01-15 10:33:20
003318,0.9872,0.7119,2020-01-09 13:12:00,2020-01-15 10:33:20
003318,0.9875,0.7404,2020-01-09 13:13:00,2020-01-15 10:33:20
003318,0.9876,0.7594,2020-01-09 13:14:00,2020-01-15 10:33:20
003318,0.9876,0.7499,2020-01-09 13:15:00,2020-01-15 10:33:20
003318,0.9877,0.7689,2020-01-09 13:16:00,2020-01-15 10:33:20
003318,0.9876,0.7499,2020-01-09 13:17:00,2020-01-15 10:33:20
003318,0.9878,0.7783,2020-01-09 13:18:00,2020-01-15 10:33:20
003318,0.9886,0.8543,2020-01-09 13:19:00,2020-01-15 10:33:20
003318,0.9889,0.8922,2020-01-09 13:20:00,2020-01-15 10:33:20
003318,0.9886,0.8543,2020-01-09 13:21:00,2020-01-15 10:33:20
003318,0.9883,0.8258,2020-01-09 13:22:00,2020-01-15 10:33:20
003318,0.9885,0.8448,2020-01-09 13:23:00,2020-01-15 10:33:20
003318,0.9885,0.8448,2020-01-09 13:24:00,2020-01-15 10:33:20
003318,0.9883,0.8258,2020-01-09 13:25:00,2020-01-15 10:33:20
003318,0.9885,0.8448,2020-01-09 13:26:00,2020-01-15 10:33:20
003318,0.9885,0.8448,2020-01-09 13:27:00,2020-01-15 10:33:20
003318,0.9887,0.8638,2020-01-09 13:28:00,2020-01-15 10:33:20
003318,0.9885,0.8448,2020-01-09 13:29:00,2020-01-15 10:33:20
003318,0.9882,0.8163,2020-01-09 13:30:00,2020-01-15 10:33:20
003318,0.9879,0.7878,2020-01-09 13:31:00,2020-01-15 10:33:20
003318,0.9878,0.7783,2020-01-09 13:32:00,2020-01-15 10:33:20
003318,0.9878,0.7783,2020-01-09 13:33:00,2020-01-15 10:33:20
003318,0.9878,0.7783,2020-01-09 13:34:00,2020-01-15 10:33:20
003318,0.9881,0.8068,2020-01-09 13:35:00,2020-01-15 10:33:20
003318,0.9885,0.8448,2020-01-09 13:36:00,2020-01-15 10:33:20
003318,0.9886,0.8543,2020-01-09 13:37:00,2020-01-15 10:33:20
003318,0.9888,0.8733,2020-01-09 13:38:00,2020-01-15 10:33:20
003318,0.9886,0.8543,2020-01-09 13:39:00,2020-01-15 10:33:20
003318,0.9888,0.8733,2020-01-09 13:40:00,2020-01-15 10:33:20
003318,0.9889,0.8828,2020-01-09 13:41:00,2020-01-15 10:33:20
003318,0.9889,0.8828,2020-01-09 13:42:00,2020-01-15 10:33:20
003318,0.989,0.9017,2020-01-09 13:43:00,2020-01-15 10:33:20
003318,0.989,0.9017,2020-01-09 13:44:00,2020-01-15 10:33:20
003318,0.9891,0.9112,2020-01-09 13:45:00,2020-01-15 10:33:20
003318,0.9892,0.9207,2020-01-09 13:46:00,2020-01-15 10:33:20
003318,0.9896,0.9587,2020-01-09 13:47:00,2020-01-15 10:33:20
003318,0.9898,0.9777,2020-01-09 13:48:00,2020-01-15 10:33:20
003318,0.9893,0.9302,2020-01-09 13:49:00,2020-01-15 10:33:20
003318,0.9893,0.9302,2020-01-09 13:50:00,2020-01-15 10:33:20
003318,0.9896,0.9587,2020-01-09 13:51:00,2020-01-15 10:33:20
003318,0.9897,0.9682,2020-01-09 13:52:00,2020-01-15 10:33:20
003318,0.9892,0.9207,2020-01-09 13:53:00,2020-01-15 10:33:20
003318,0.9891,0.9112,2020-01-09 13:54:00,2020-01-15 10:33:20
003318,0.9892,0.9207,2020-01-09 13:55:00,2020-01-15 10:33:20
003318,0.9886,0.8543,2020-01-09 13:56:00,2020-01-15 10:33:20
003318,0.9889,0.8828,2020-01-09 13:57:00,2020-01-15 10:33:20
003318,0.989,0.9017,2020-01-09 13:58:00,2020-01-15 10:33:20
003318,0.989,0.9017,2020-01-09 13:59:00,2020-01-15 10:33:20
003318,0.989,0.9017,2020-01-09 14:00:00,2020-01-15 10:33:20
003318,0.9891,0.9112,2020-01-09 14:01:00,2020-01-15 10:33:20
003318,0.9883,0.8258,2020-01-09 14:02:00,2020-01-15 10:33:20
003318,0.989,0.9017,2020-01-09 14:03:00,2020-01-15 10:33:20
003318,0.9891,0.9112,2020-01-09 14:04:00,2020-01-15 10:33:20
003318,0.9893,0.9302,2020-01-09 14:05:00,2020-01-15 10:33:20
003318,0.9892,0.9207,2020-01-09 14:06:00,2020-01-15 10:33:20
003318,0.9892,0.9207,2020-01-09 14:07:00,2020-01-15 10:33:20
003318,0.9893,0.9302,2020-01-09 14:08:00,2020-01-15 10:33:20
003318,0.9892,0.9207,2020-01-09 14:09:00,2020-01-15 10:33:20
003318,0.9894,0.9397,2020-01-09 14:10:00,2020-01-15 10:33:20
003318,0.9893,0.9302,2020-01-09 14:11:00,2020-01-15 10:33:20
003318,0.9888,0.8733,2020-01-09 14:12:00,2020-01-15 10:33:20
003318,0.9889,0.8828,2020-01-09 14:13:00,2020-01-15 10:33:20
003318,0.9877,0.7689,2020-01-09 14:14:00,2020-01-15 10:33:20
003318,0.9876,0.7499,2020-01-09 14:15:00,2020-01-15 10:33:20
003318,0.9872,0.7119,2020-01-09 14:16:00,2020-01-15 10:33:20
003318,0.9865,0.6455,2020-01-09 14:17:00,2020-01-15 10:33:20
003318,0.9867,0.6644,2020-01-09 14:18:00,2020-01-15 10:33:20
003318,0.9875,0.7404,2020-01-09 14:19:00,2020-01-15 10:33:20
003318,0.9876,0.7594,2020-01-09 14:20:00,2020-01-15 10:33:20
003318,0.9878,0.7783,2020-01-09 14:21:00,2020-01-15 10:33:20
003318,0.9878,0.7783,2020-01-09 14:22:00,2020-01-15 10:33:20
003318,0.988,0.7973,2020-01-09 14:23:00,2020-01-15 10:33:20
003318,0.988,0.7973,2020-01-09 14:24:00,2020-01-15 10:33:20
003318,0.9876,0.7594,2020-01-09 14:25:00,2020-01-15 10:33:20
003318,0.9879,0.7878,2020-01-09 14:26:00,2020-01-15 10:33:20
003318,0.9881,0.8068,2020-01-09 14:27:00,2020-01-15 10:33:20
003318,0.9882,0.8163,2020-01-09 14:28:00,2020-01-15 10:33:20
003318,0.9885,0.8448,2020-01-09 14:29:00,2020-01-15 10:33:20
003318,0.9889,0.8828,2020-01-09 14:30:00,2020-01-15 10:33:20
003318,0.9891,0.9112,2020-01-09 14:31:00,2020-01-15 10:33:20
003318,0.9893,0.9302,2020-01-09 14:32:00,2020-01-15 10:33:20
003318,0.9896,0.9587,2020-01-09 14:33:00,2020-01-15 10:33:20
003318,0.9901,1.0062,2020-01-09 14:34:00,2020-01-15 10:33:20
003318,0.9903,1.0346,2020-01-09 14:35:00,2020-01-15 10:33:20
003318,0.9907,1.0726,2020-01-09 14:36:00,2020-01-15 10:33:20
003318,0.9909,1.0916,2020-01-09 14:37:00,2020-01-15 10:33:20
003318,0.9909,1.0916,2020-01-09 14:38:00,2020-01-15 10:33:20
003318,0.9907,1.0726,2020-01-09 14:39:00,2020-01-15 10:33:20
003318,0.9906,1.0631,2020-01-09 14:40:00,2020-01-15 10:33:20
003318,0.9911,1.1106,2020-01-09 14:41:00,2020-01-15 10:33:20
003318,0.9912,1.1201,2020-01-09 14:42:00,2020-01-15 10:33:20
003318,0.9914,1.139,2020-01-09 14:43:00,2020-01-15 10:33:20
003318,0.9912,1.1201,2020-01-09 14:44:00,2020-01-15 10:33:20
003318,0.9906,1.0631,2020-01-09 14:45:00,2020-01-15 10:33:20
003318,0.9907,1.0726,2020-01-09 14:46:00,2020-01-15 10:33:20
003318,0.9906,1.0631,2020-01-09 14:47:00,2020-01-15 10:33:20
003318,0.9905,1.0536,2020-01-09 14:48:00,2020-01-15 10:33:20
003318,0.9908,1.0821,2020-01-09 14:49:00,2020-01-15 10:33:20
003318,0.991,1.1011,2020-01-09 14:50:00,2020-01-15 10:33:20
003318,0.9907,1.0726,2020-01-09 14:51:00,2020-01-15 10:33:20
003318,0.991,1.1011,2020-01-09 14:52:00,2020-01-15 10:33:20
003318,0.9911,1.1106,2020-01-09 14:53:00,2020-01-15 10:33:20
003318,0.9912,1.1201,2020-01-09 14:54:00,2020-01-15 10:33:20
003318,0.9915,1.1485,2020-01-09 14:55:00,2020-01-15 10:33:20
003318,0.9914,1.139,2020-01-09 14:56:00,2020-01-15 10:33:20
003318,0.9915,1.1485,2020-01-09 14:57:00,2020-01-15 10:33:20
003318,0.9915,1.1485,2020-01-09 14:58:00,2020-01-15 10:33:20
003318,0.9915,1.1485,2020-01-09 14:59:00,2020-01-15 10:33:20
003318,0.9915,1.15,2020-01-09 15:00:00,2020-01-15 10:33:20
003318,0.9943,0.2867,2020-01-10 09:30:00,2020-01-15 10:33:20
003318,0.9934,0.1942,2020-01-10 09:31:00,2020-01-15 10:33:20
003318,0.9934,0.1942,2020-01-10 09:32:00,2020-01-15 10:33:20
003318,0.9929,0.1387,2020-01-10 09:33:00,2020-01-15 10:33:20
003318,0.9934,0.1942,2020-01-10 09:34:00,2020-01-15 10:33:20
003318,0.9937,0.222,2020-01-10 09:35:00,2020-01-15 10:33:20
003318,0.9932,0.1757,2020-01-10 09:36:00,2020-01-15 10:33:20
003318,0.9933,0.185,2020-01-10 09:37:00,2020-01-15 10:33:20
003318,0.993,0.148,2020-01-10 09:38:00,2020-01-15 10:33:20
003318,0.9925,0.1017,2020-01-10 09:39:00,2020-01-15 10:33:20
003318,0.9919,0.037,2020-01-10 09:40:00,2020-01-15 10:33:20
003318,0.9924,0.0925,2020-01-10 09:41:00,2020-01-15 10:33:20
003318,0.9929,0.1387,2020-01-10 09:42:00,2020-01-15 10:33:20
003318,0.9925,0.1017,2020-01-10 09:43:00,2020-01-15 10:33:20
003318,0.9922,0.074,2020-01-10 09:44:00,2020-01-15 10:33:20
003318,0.9917,0.0185,2020-01-10 09:45:00,2020-01-15 10:33:20
003318,0.9921,0.0555,2020-01-10 09:46:00,2020-01-15 10:33:20
003318,0.9921,0.0647,2020-01-10 09:47:00,2020-01-15 10:33:20
003318,0.9922,0.074,2020-01-10 09:48:00,2020-01-15 10:33:20
003318,0.9929,0.1387,2020-01-10 09:49:00,2020-01-15 10:33:20
003318,0.9934,0.1942,2020-01-10 09:50:00,2020-01-15 10:33:20
003318,0.993,0.148,2020-01-10 09:51:00,2020-01-15 10:33:20
003318,0.9931,0.1572,2020-01-10 09:52:00,2020-01-15 10:33:20
003318,0.9932,0.1665,2020-01-10 09:53:00,2020-01-15 10:33:20
003318,0.9932,0.1665,2020-01-10 09:54:00,2020-01-15 10:33:20
003318,0.9933,0.185,2020-01-10 09:55:00,2020-01-15 10:33:20
003318,0.9929,0.1387,2020-01-10 09:56:00,2020-01-15 10:33:20
003318,0.9921,0.0555,2020-01-10 09:57:00,2020-01-15 10:33:20
003318,0.992,0.0462,2020-01-10 09:58:00,2020-01-15 10:33:20
003318,0.991,-0.0462,2020-01-10 09:59:00,2020-01-15 10:33:20
003318,0.9902,-0.1295,2020-01-10 10:00:00,2020-01-15 10:33:20
003318,0.9903,-0.1202,2020-01-10 10:01:00,2020-01-15 10:33:20
003318,0.99,-0.148,2020-01-10 10:02:00,2020-01-15 10:33:20
003318,0.9899,-0.1572,2020-01-10 10:03:00,2020-01-15 10:33:20
003318,0.9897,-0.185,2020-01-10 10:04:00,2020-01-15 10:33:20
003318,0.9897,-0.185,2020-01-10 10:05:00,2020-01-15 10:33:20
003318,0.9897,-0.185,2020-01-10 10:06:00,2020-01-15 10:33:20
003318,0.9904,-0.111,2020-01-10 10:07:00,2020-01-15 10:33:20
003318,0.9908,-0.074,2020-01-10 10:08:00,2020-01-15 10:33:20
003318,0.9909,-0.0555,2020-01-10 10:09:00,2020-01-15 10:33:20
003318,0.9903,-0.1202,2020-01-10 10:10:00,2020-01-15 10:33:20
003318,0.9905,-0.1017,2020-01-10 10:11:00,2020-01-15 10:33:20
003318,0.9909,-0.0555,2020-01-10 10:12:00,2020-01-15 10:33:20
003318,0.9903,-0.1202,2020-01-10 10:13:00,2020-01-15 10:33:20
003318,0.99,-0.148,2020-01-10 10:14:00,2020-01-15 10:33:20
003318,0.9905,-0.1017,2020-01-10 10:15:00,2020-01-15 10:33:20
003318,0.9899,-0.1572,2020-01-10 10:16:00,2020-01-15 10:33:20
003318,0.9902,-0.1295,2020-01-10 10:17:00,2020-01-15 10:33:20
003318,0.9893,-0.222,2020-01-10 10:18:00,2020-01-15 10:33:20
003318,0.9896,-0.1942,2020-01-10 10:19:00,2020-01-15 10:33:20
003318,0.9899,-0.1572,2020-01-10 10:20:00,2020-01-15 10:33:20
003318,0.9899,-0.1572,2020-01-10 10:21:00,2020-01-15 10:33:20
003318,0.99,-0.148,2020-01-10 10:22:00,2020-01-15 10:33:20
003318,0.9901,-0.1387,2020-01-10 10:23:00,2020-01-15 10:33:20
003318,0.9904,-0.111,2020-01-10 10:24:00,2020-01-15 10:33:20
003318,0.9907,-0.0832,2020-01-10 10:25:00,2020-01-15 10:33:20
003318,0.9899,-0.1572,2020-01-10 10:26:00,2020-01-15 10:33:20
003318,0.9894,-0.2127,2020-01-10 10:27:00,2020-01-15 10:33:20
003318,0.9895,-0.2035,2020-01-10 10:28:00,2020-01-15 10:33:20
003318,0.9892,-0.2312,2020-01-10 10:29:00,2020-01-15 10:33:20
003318,0.9895,-0.2035,2020-01-10 10:30:00,2020-01-15 10:33:20
003318,0.9898,-0.1757,2020-01-10 10:31:00,2020-01-15 10:33:20
003318,0.9898,-0.1665,2020-01-10 10:32:00,2020-01-15 10:33:20
003318,0.9898,-0.1757,2020-01-10 10:33:00,2020-01-15 10:33:20
003318,0.9897,-0.185,2020-01-10 10:34:00,2020-01-15 10:33:20
003318,0.9895,-0.2035,2020-01-10 10:35:00,2020-01-15 10:33:20
003318,0.9895,-0.2035,2020-01-10 10:36:00,2020-01-15 10:33:20
003318,0.99,-0.148,2020-01-10 10:37:00,2020-01-15 10:33:20
003318,0.9903,-0.1202,2020-01-10 10:38:00,2020-01-15 10:33:20
003318,0.9904,-0.111,2020-01-10 10:39:00,2020-01-15 10:33:20
003318,0.9908,-0.074,2020-01-10 10:40:00,2020-01-15 10:33:20
003318,0.9904,-0.111,2020-01-10 10:41:00,2020-01-15 10:33:20
003318,0.9897,-0.185,2020-01-10 10:42:00,2020-01-15 10:33:20
003318,0.9898,-0.1757,2020-01-10 10:43:00,2020-01-15 10:33:20
003318,0.989,-0.2497,2020-01-10 10:44:00,2020-01-15 10:33:20
003318,0.9881,-0.3422,2020-01-10 10:45:00,2020-01-15 10:33:20
003318,0.9876,-0.3884,2020-01-10 10:46:00,2020-01-15 10:33:20
003318,0.9876,-0.3977,2020-01-10 10:47:00,2020-01-15 10:33:20
003318,0.9875,-0.4069,2020-01-10 10:48:00,2020-01-15 10:33:20
003318,0.9876,-0.3884,2020-01-10 10:49:00,2020-01-15 10:33:20
003318,0.9876,-0.3884,2020-01-10 10:50:00,2020-01-15 10:33:20
003318,0.9876,-0.3884,2020-01-10 10:51:00,2020-01-15 10:33:20
003318,0.9872,-0.4347,2020-01-10 10:52:00,2020-01-15 10:33:20
003318,0.9869,-0.4624,2020-01-10 10:53:00,2020-01-15 10:33:20
003318,0.9864,-0.5179,2020-01-10 10:54:00,2020-01-15 10:33:20
003318,0.9858,-0.5734,2020-01-10 10:55:00,2020-01-15 10:33:20
003318,0.9861,-0.5456,2020-01-10 10:56:00,2020-01-15 10:33:20
003318,0.9866,-0.4901,2020-01-10 10:57:00,2020-01-15 10:33:20
003318,0.9866,-0.4901,2020-01-10 10:58:00,2020-01-15 10:33:20
003318,0.987,-0.4532,2020-01-10 10:59:00,2020-01-15 10:33:20
003318,0.9876,-0.3977,2020-01-10 11:00:00,2020-01-15 10:33:20
003318,0.9876,-0.3977,2020-01-10 11:01:00,2020-01-15 10:33:20
003318,0.9879,-0.3607,2020-01-10 11:02:00,2020-01-15 10:33:20
003318,0.9882,-0.3329,2020-01-10 11:03:00,2020-01-15 10:33:20
003318,0.9884,-0.3144,2020-01-10 11:04:00,2020-01-15 10:33:20
003318,0.9887,-0.2867,2020-01-10 11:05:00,2020-01-15 10:33:20
003318,0.9883,-0.3237,2020-01-10 11:06:00,2020-01-15 10:33:20
003318,0.9881,-0.3422,2020-01-10 11:07:00,2020-01-15 10:33:20
003318,0.9885,-0.3052,2020-01-10 11:08:00,2020-01-15 10:33:20
003318,0.9881,-0.3422,2020-01-10 11:09:00,2020-01-15 10:33:20
